"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"SANIMA","2021-06-06","475","497","473","490","4.70 %","506,918.00"
"SANIMA","2021-06-03","450","470","445","468","4.93 %","557,072.00"
"SANIMA","2021-06-02","442","448","437","446","0.90 %","159,780.00"
"SANIMA","2021-06-01","455","455","435","442","-0.45 %","192,795.00"
"SANIMA","2021-05-31","450","460","442","444","-0.67 %","319,523.00"
"SANIMA","2021-05-30","440","457","435","447","3.47 %","376,374.00"
"SANIMA","2021-05-27","410","432","410","432","0.93 %","263,378.00"
"SANIMA","2021-05-25","443","443","425","428","-2.06 %","339,818.00"
"SANIMA","2021-05-24","443","444","433","437","0.46 %","378,247.00"
"SANIMA","2021-05-23","424","436","414","435","2.59 %","251,636.00"
"SANIMA","2021-05-20","420","426","420","424","1.44 %","164,305.00"
"SANIMA","2021-05-19","420","430","418","418","0.00 %","314,028.00"
"SANIMA","2021-05-18","420","420","415","418","0.48 %","255,896.00"
"SANIMA","2021-05-17","410","419","408","416","2.46 %","438,810.00"
"SANIMA","2021-05-16","405","407","400","406","2.01 %","240,954.00"
"SANIMA","2021-05-13","400","402","397","398","-0.50 %","94,261.00"
"SANIMA","2021-05-12","403","403","398","400","-0.50 %","100,537.00"
"SANIMA","2021-05-11","403","405","398","402","0.50 %","97,113.00"
"SANIMA","2021-05-10","394","401","394","400","1.27 %","159,283.00"
"SANIMA","2021-05-09","400","401","392","395","-0.25 %","147,654.00"
"SANIMA","2021-05-06","400","400","393","396","0.25 %","119,225.00"
"SANIMA","2021-05-05","400","400","394","395","0.00 %","117,527.00"
"SANIMA","2021-05-04","392","398","391","395","-0.25 %","90,664.00"
"SANIMA","2021-05-03","402","409","394","396","-1.49 %","292,782.00"
"SANIMA","2021-05-02","400","403","393","402","2.03 %","365,719.00"
"SANIMA","2021-04-29","397","397","378","394","3.96 %","252,979.00"
"SANIMA","2021-04-28","390","390","376","379","1.34 %","204,886.00"
"SANIMA","2021-04-27","375","375","360","374","3.31 %","101,719.00"
"SANIMA","2021-04-26","365","370","361","362","-1.90 %","105,360.00"
"SANIMA","2021-04-25","382","382","368","369","-2.89 %","119,058.00"
"SANIMA","2021-04-22","395","395","374","380","0.80 %","81,069.00"
"SANIMA","2021-04-21","388","391","375","377","-2.58 %","109,867.00"
"SANIMA","2021-04-20","389","392","385","387","-0.51 %","80,484.00"
"SANIMA","2021-04-19","395","400","387","389","-1.77 %","179,999.00"
"SANIMA","2021-04-18","408","415","395","396","-1.00 %","324,364.00"
"SANIMA","2021-04-15","399","414","397","400","1.78 %","315,442.00"
"SANIMA","2021-04-13","386","394","385","393","2.34 %","197,915.00"
"SANIMA","2021-04-12","380","385","378","384","1.59 %","190,624.00"
"SANIMA","2021-04-08","380","386","375","378","-0.26 %","128,336.00"
"SANIMA","2021-04-07","385","385","370","379","0.80 %","179,333.00"
"SANIMA","2021-04-06","370","376","370","376","0.27 %","86,908.00"
"SANIMA","2021-04-05","382","382","373","375","-0.79 %","132,289.00"
"SANIMA","2021-04-04","381","381","374","378","0.53 %","136,635.00"
"SANIMA","2021-04-01","381","382","375","376","0.00 %","143,587.00"
"SANIMA","2021-03-31","370","378","367","376","1.90 %","138,033.00"
"SANIMA","2021-03-30","358","370","358","369","2.79 %","160,778.00"
"SANIMA","2021-03-29","362","362","358","359","-0.28 %","40,275.00"
"SANIMA","2021-03-25","364","367","360","360","-1.10 %","100,605.00"
"SANIMA","2021-03-24","356","365","356","364","2.25 %","75,669.00"
"SANIMA","2021-03-23","357","360","356","356","-0.84 %","36,436.00"
"SANIMA","2021-03-22","370","370","356","359","-1.64 %","35,065.00"
"SANIMA","2021-03-21","354","367","354","365","1.39 %","53,122.00"
"SANIMA","2021-03-18","356","364","356","360","1.12 %","60,037.00"
"SANIMA","2021-03-17","352","358","350","356","1.14 %","39,885.00"
"SANIMA","2021-03-16","350","357","348","352","0.57 %","48,670.00"
"SANIMA","2021-03-15","355","360","347","350","-0.28 %","69,635.00"
"SANIMA","2021-03-14","355","357","350","351","-2.23 %","81,663.00"
"SANIMA","2021-03-10","364","364","355","359","-0.28 %","58,494.00"
"SANIMA","2021-03-09","365","365","358","360","-1.10 %","73,368.00"
"SANIMA","2021-03-08","377","377","363","364","-1.62 %","72,575.00"
"SANIMA","2021-03-04","382","382","365","370","1.65 %","140,969.00"
"SANIMA","2021-03-03","348","377","345","364","2.82 %","205,959.00"
"SANIMA","2021-03-02","372","372","354","354","-3.80 %","136,420.00"
"SANIMA","2021-03-01","364","372","358","368","0.00 %","175,545.00"
"SANIMA","2021-02-28","370","373","364","364","-2.41 %","165,028.00"
"SANIMA","2021-02-25","380","381","371","373","0.00 %","96,853.00"
"SANIMA","2021-02-24","376","390","374","378","0.27 %","112,508.00"
"SANIMA","2021-02-23","382","382","369","377","-1.31 %","159,540.00"
"SANIMA","2021-02-22","391","393","377","382","-2.80 %","270,912.00"
"SANIMA","2021-02-21","400","402","390","393","-0.01 %","225,576.00"
"SANIMA","2021-02-18","411","411","391","399","0.02 %","244,100.00"
"SANIMA","2021-02-17","405","405","384","392","0.02 %","291,164.00"
"SANIMA","2021-02-16","382","394","378","386","0.02 %","349,485.00"
"SANIMA","2021-02-15","373","382","369","378","0.03 %","188,528.00"
"SANIMA","2021-02-14","374","374","365","366","-0.02 %","102,420.00"
"SANIMA","2021-02-11","380","381","371","373","-0.01 %","279,098.00"
"SANIMA","2021-02-10","372","380","365","375","0.00 %","141,012.00"
"SANIMA","2021-02-09","385","387","364","365","-0.04 %","167,735.00"
"SANIMA","2021-02-08","358","392","356","379","0.06 %","335,156.00"
"SANIMA","2021-02-07","358","364","355","357","-0.00 %","105,210.00"
"SANIMA","2021-02-04","348","358","343","358","0.03 %","157,185.00"
"SANIMA","2021-02-03","350","364","347","348","-0.00 %","169,794.00"
"SANIMA","2021-02-02","343","348","340","347","0.02 %","180,367.00"
"SANIMA","2021-02-01","340","345","336","341","0.01 %","96,359.00"
"SANIMA","2021-01-31","343","345","336","337","-0.02 %","113,192.00"
"SANIMA","2021-01-28","350","352","342","343","-0.03 %","130,913.00"
"SANIMA","2021-01-27","357","361","351","352","-0.02 %","154,145.00"
"SANIMA","2021-01-26","367","367","360","361","-0.01 %","101,916.00"
"SANIMA","2021-01-25","363","368","360","364","0.00 %","99,227.00"
"SANIMA","2021-01-24","364","372","360","363","0.01 %","134,985.00"
"SANIMA","2021-01-21","360","363","355","358","-0.01 %","95,967.00"
"SANIMA","2021-01-20","356","363","356","360","0.01 %","98,761.00"
"SANIMA","2021-01-19","345","368","345","358","-0.01 %","152,623.00"
"SANIMA","2021-01-18","348","370","348","363","0.00 %","159,741.00"
"SANIMA","2021-01-17","375","375","362","363","-0.01 %","80,636.00"
"SANIMA","2021-01-13","376","376","367","368","-0.00 %","125,662.00"
"SANIMA","2021-01-12","391","391","365","369","-0.01 %","116,392.00"
"SANIMA","2021-01-11","376","380","370","373","-0.01 %","317,756.00"
"SANIMA","2021-01-10","376","382","363","376","0.00 %","304,238.00"
"SANIMA","2021-01-07","376","376","352","376","0.05 %","351,392.00"
"SANIMA","2021-01-06","345","365","345","359","0.04 %","429,292.00"
"SANIMA","2021-01-05","335","345","334","344","0.01 %","228,426.00"
"SANIMA","2021-01-04","335","347","335","339","0.03 %","261,807.00"
"SANIMA","2021-01-03","327","340","323","329","0.02 %","314,873.00"
"SANIMA","2020-12-31","315","327","313","321","0.03 %","215,881.00"
"SANIMA","2020-12-30","310","312","308","311","0.00 %","68,267.00"
"SANIMA","2020-12-29","309","312","309","310","-0.01 %","57,343.00"
"SANIMA","2020-12-28","310","314","310","312","-0.00 %","58,241.00"
"SANIMA","2020-12-27","318","318","310","313","0.00 %","72,747.00"
"SANIMA","2020-12-24","316","317","312","312","-0.01 %","79,537.00"
"SANIMA","2020-12-23","316","322","316","316","0.01 %","132,329.00"
"SANIMA","2020-12-22","313","316","308","313","0.02 %","130,399.00"
"SANIMA","2020-12-21","300","311","300","307","-0.00 %","147,953.00"
"SANIMA","2020-12-20","310","317","308","308","-0.03 %","150,539.00"
"SANIMA","2020-12-17","319","319","314","316","0.00 %","86,095.00"
"SANIMA","2020-12-16","334","334","315","315","-0.01 %","62,605.00"
"SANIMA","2020-12-15","334","334","318","319","0.00 %","107,087.00"
"SANIMA","2020-12-14","318","324","318","319","0.00 %","106,664.00"
"SANIMA","2020-12-13","313","318","312","318","0.02 %","88,282.00"
"SANIMA","2020-12-10","312","314","310","313","0.00 %","62,228.00"
"SANIMA","2020-12-09","316","316","312","312","-0.01 %","49,519.00"
"SANIMA","2020-12-08","320","322","315","316","-0.01 %","36,076.00"
"SANIMA","2020-12-07","318","324","311","319","0.02 %","61,452.00"
"SANIMA","2020-12-06","320","320","311","312","-0.03 %","108,674.00"
"SANIMA","2020-12-03","330","330","321","322","-0.01 %","101,063.00"
"SANIMA","2020-12-02","325","330","323","325","-0.00 %","129,989.00"
"SANIMA","2020-12-01","336","336","323","326","-0.03 %","111,587.00"
"SANIMA","2020-11-30","350","364","329","335","-0.02 %","206,797.00"
"SANIMA","2020-11-29","321","352","321","343","0.07 %","232,208.00"
"SANIMA","2020-11-26","320","328","317","321","0.01 %","195,812.00"
"SANIMA","2020-11-25","326","326","312","317","0.02 %","96,269.00"
"SANIMA","2020-11-24","315","316","311","312","-0.01 %","64,248.00"
"SANIMA","2020-11-23","320","320","313","314","-0.01 %","71,053.00"
"SANIMA","2020-11-22","320","322","314","316","0.00 %","68,077.00"
"SANIMA","2020-11-19","317","317","312","315","0.00 %","70,587.00"
"SANIMA","2020-11-18","322","322","308","316","0.00 %","62,997.00"
"SANIMA","2020-11-12","320","322","315","320","- %","70,725.00"
"SANIMA","2020-11-11","313","316","310","316","1.28 %","71,190.00"
"SANIMA","2020-11-10","314","316","307","312","0.97 %","76,038.00"
"SANIMA","2020-11-09","310","314","307","309","-0.32 %","93,281.00"
"SANIMA","2020-11-08","328","328","308","310","-0.96 %","181,586.00"
"SANIMA","2020-11-05","333","333","312","313","-1.57 %","66,297.00"
"SANIMA","2020-11-04","336","336","317","318","-0.62 %","33,556.00"
"SANIMA","2020-11-03","325","326","318","320","-0.62 %","47,826.00"
"SANIMA","2020-11-02","325","326","321","322","0.62 %","109,052.00"
"SANIMA","2020-11-01","372","372","351","352","-0.85 %","283,308.00"
"SANIMA","2020-10-29","360","365","350","355","-0.56 %","149,951.00"
"SANIMA","2020-10-28","347","359","340","357","4.69 %","109,867.00"
"SANIMA","2020-10-22","343","343","340","341","-0.29 %","53,142.00"
"SANIMA","2020-10-21","342","343","339","342","0.59 %","30,047.00"
"SANIMA","2020-10-20","341","344","337","340","0.00 %","20,746.00"
"SANIMA","2020-10-19","340","340","336","340","0.00 %","30,057.00"
"SANIMA","2020-10-18","362","362","337","340","-1.45 %","36,630.00"
"SANIMA","2020-10-15","350","350","343","345","0.00 %","64,652.00"
"SANIMA","2020-10-14","346","359","344","345","1.47 %","208,273.00"
"SANIMA","2020-10-13","341","344","339","340","-0.29 %","35,556.00"
"SANIMA","2020-10-12","339","341","338","341","0.00 %","31,337.00"
"SANIMA","2020-10-11","347","347","338","341","-0.87 %","50,866.00"
"SANIMA","2020-10-08","349","351","341","344","-0.86 %","85,868.00"
"SANIMA","2020-10-07","346","347","341","347","0.87 %","58,162.00"
"SANIMA","2020-10-06","344","345","343","344","-0.29 %","24,422.00"
"SANIMA","2020-10-05","345","348","344","345","0.29 %","32,804.00"
"SANIMA","2020-10-04","347","352","343","344","0.88 %","46,680.00"
"SANIMA","2020-10-01","345","345","339","341","0.59 %","34,784.00"
"SANIMA","2020-09-30","339","342","336","339","-0.59 %","35,431.00"
"SANIMA","2020-09-29","343","343","339","341","-0.58 %","15,279.00"
"SANIMA","2020-09-28","345","347","343","343","-0.87 %","28,675.00"
"SANIMA","2020-09-27","343","348","343","346","0.58 %","32,269.00"
"SANIMA","2020-09-24","362","362","341","344","-0.29 %","17,914.00"
"SANIMA","2020-09-23","338","345","337","345","1.47 %","32,514.00"
"SANIMA","2020-09-22","350","350","340","340","-2.30 %","39,719.00"
"SANIMA","2020-09-21","351","352","346","348","-0.85 %","51,398.00"
"SANIMA","2020-09-20","354","360","349","351","0.86 %","66,577.00"
"SANIMA","2020-09-17","350","350","341","348","1.46 %","66,025.00"
"SANIMA","2020-09-16","343","344","339","343","0.00 %","31,247.00"
"SANIMA","2020-09-15","348","349","340","343","-0.58 %","23,026.00"
"SANIMA","2020-09-14","339","350","338","345","2.07 %","30,992.00"
"SANIMA","2020-09-13","339","340","333","338","-0.29 %","63,808.00"
"SANIMA","2020-09-10","346","346","337","339","-0.29 %","31,056.00"
"SANIMA","2020-09-09","335","346","335","340","0.00 %","24,172.00"
"SANIMA","2020-09-08","344","344","338","340","-1.16 %","17,965.00"
"SANIMA","2020-09-07","347","347","343","344","-1.43 %","21,519.00"
"SANIMA","2020-09-06","355","359","348","349","-0.85 %","46,651.00"
"SANIMA","2020-09-03","356","359","351","352","-0.56 %","30,305.00"
"SANIMA","2020-09-02","353","357","347","354","1.72 %","62,413.00"
"SANIMA","2020-08-31","349","357","347","348","-0.57 %","51,664.00"
"SANIMA","2020-08-30","349","352","344","350","0.29 %","42,053.00"
"SANIMA","2020-08-27","353","359","348","349","-1.97 %","50,165.00"
"SANIMA","2020-08-26","342","356","340","356","4.40 %","70,492.00"
"SANIMA","2020-08-25","343","345","338","341","0.00 %","19,559.00"
"SANIMA","2020-08-24","335","342","334","341","2.10 %","24,033.00"
"SANIMA","2020-08-23","330","335","330","334","1.21 %","9,744.00"
"SANIMA","2020-08-20","332","334","329","330","-0.30 %","17,064.00"
"SANIMA","2020-08-19","333","334","329","331","-1.19 %","22,261.00"
"SANIMA","2020-08-18","339","339","334","335","-0.89 %","26,555.00"
"SANIMA","2020-08-17","343","343","335","338","0.30 %","12,060.00"
"SANIMA","2020-08-16","345","345","330","337","-2.32 %","28,050.00"
"SANIMA","2020-08-13","352","352","343","345","-1.99 %","21,751.00"
"SANIMA","2020-08-12","345","352","340","352","0.86 %","28,714.00"
"SANIMA","2020-08-11","350","354","349","349","0.00 %","18,718.00"
"SANIMA","2020-08-10","335","351","340","349","2.65 %","34,049.00"
"SANIMA","2020-08-09","338","340","333","340","-0.87 %","17,245.00"
"SANIMA","2020-08-06","341","345","336","343","0.00 %","30,337.00"
"SANIMA","2020-08-05","348","352","342","343","-3.38 %","40,463.00"
"SANIMA","2020-08-03","344","362","344","355","1.43 %","32,827.00"
"SANIMA","2020-08-02","360","360","350","350","-3.31 %","39,308.00"
"SANIMA","2020-07-30","364","366","358","362","-0.28 %","30,440.00"
"SANIMA","2020-07-29","365","370","362","363","-2.16 %","50,086.00"
"SANIMA","2020-07-28","371","375","363","371","0.00 %","37,729.00"
"SANIMA","2020-07-27","370","374","370","371","0.54 %","47,333.00"
"SANIMA","2020-07-26","371","376","366","369","0.82 %","46,990.00"
"SANIMA","2020-07-23","365","369","361","366","-0.27 %","30,954.00"
"SANIMA","2020-07-22","370","374","362","367","0.00 %","45,362.00"
"SANIMA","2020-07-21","374","389","362","367","-1.87 %","86,705.00"
"SANIMA","2020-07-20","390","409","373","374","0.54 %","170,489.00"
"SANIMA","2020-07-19","351","372","351","372","7.83 %","437.00"
"SANIMA","2020-07-16","333","354","332","345","4.55 %","51,675.00"
"SANIMA","2020-07-15","328","338","327","330","0.92 %","20,057.00"
"SANIMA","2020-07-14","328","331","326","327","0.00 %","34,079.00"
"SANIMA","2020-07-13","320","332","320","327","0.62 %","12,271.00"
"SANIMA","2020-07-12","325","327","320","325","0.62 %","24,763.00"
"SANIMA","2020-07-09","316","327","315","323","0.94 %","25,699.00"
"SANIMA","2020-07-08","326","328","319","320","-1.54 %","20,288.00"
"SANIMA","2020-07-07","324","330","318","325","1.88 %","21,134.00"
"SANIMA","2020-07-06","318","321","310","319","2.24 %","29,742.00"
"SANIMA","2020-07-05","310","322","310","312","-1.27 %","46,767.00"
"SANIMA","2020-07-02","341","341","307","316","-7.33 %","36,407.00"
"SANIMA","2020-07-01","330","344","330","341","4.60 %","13,241.00"
"SANIMA","2020-06-30","305","326","305","326","6.89 %","7,122.00"
"SANIMA","2020-06-29","312","312","287","305","-4.09 %","25,965.00"
"SANIMA","2020-05-12","318","318","318","318","-1.85 %","25.00"
"SANIMA","2020-03-22","326","332","317","324","1.25 %","11,110.00"
"SANIMA","2020-03-19","315","330","303","320","-1.54 %","97,174.00"
"SANIMA","2020-03-18","322","331","308","325","0.00 %","45,474.00"
"SANIMA","2020-03-17","334","338","324","325","-2.99 %","79,997.00"
"SANIMA","2020-03-16","334","345","331","335","0.00 %","82,569.00"
"SANIMA","2020-03-15","343","349","335","335","-4.01 %","115,425.00"
"SANIMA","2020-03-12","367","373","349","349","-3.06 %","90,904.00"
"SANIMA","2020-03-11","348","369","341","360","4.96 %","112,939.00"
"SANIMA","2020-03-10","357","362","343","343","-5.77 %","65,117.00"
"SANIMA","2020-03-05","363","375","356","364","-1.36 %","70,333.00"
"SANIMA","2020-03-04","383","388","368","369","-4.40 %","127,334.00"
"SANIMA","2020-03-03","380","398","365","386","1.58 %","149,344.00"
"SANIMA","2020-03-02","410","410","380","380","-8.21 %","116,890.00"
"SANIMA","2020-03-01","424","436","410","414","-2.36 %","208,901.00"
"SANIMA","2020-02-27","399","437","390","424","6.27 %","215,520.00"
"SANIMA","2020-02-26","400","405","395","399","1.27 %","117,668.00"
"SANIMA","2020-02-25","390","399","380","394","1.03 %","56,273.00"
"SANIMA","2020-02-24","387","405","382","390","0.78 %","137,550.00"
"SANIMA","2020-02-23","360","390","360","387","9.01 %","154,623.00"
"SANIMA","2020-02-20","357","358","354","355","-0.56 %","54,743.00"
"SANIMA","2020-02-19","352","359","352","357","0.00 %","27,725.00"
"SANIMA","2020-02-18","360","365","355","357","0.56 %","75,687.00"
"SANIMA","2020-02-17","350","357","347","355","3.20 %","82,075.00"
"SANIMA","2020-02-16","343","348","341","344","0.00 %","29,574.00"
"SANIMA","2020-02-13","347","350","344","344","-1.43 %","27,164.00"
"SANIMA","2020-02-12","350","352","348","349","0.29 %","39,018.00"
"SANIMA","2020-02-11","343","349","343","348","1.75 %","27,438.00"
"SANIMA","2020-02-10","341","346","340","342","0.59 %","25,325.00"
"SANIMA","2020-02-09","342","346","340","340","-1.73 %","17,615.00"
"SANIMA","2020-02-06","342","348","342","346","-0.57 %","27,650.00"
"SANIMA","2020-02-05","350","351","346","348","-0.29 %","12,466.00"
"SANIMA","2020-02-04","348","354","348","349","-1.13 %","21,198.00"
"SANIMA","2020-02-03","359","359","352","353","-0.56 %","41,194.00"
"SANIMA","2020-02-02","353","356","350","355","2.31 %","55,074.00"
"SANIMA","2020-01-30","343","350","343","347","1.17 %","23,739.00"
"SANIMA","2020-01-29","347","347","342","343","-0.87 %","17,917.00"
"SANIMA","2020-01-28","353","353","343","346","-1.14 %","39,218.00"
"SANIMA","2020-01-27","346","350","345","350","0.86 %","22,763.00"
"SANIMA","2020-01-26","345","348","342","347","0.29 %","17,650.00"
"SANIMA","2020-01-23","350","352","345","346","-1.70 %","23,388.00"
"SANIMA","2020-01-22","353","353","346","352","-0.28 %","11,912.00"
"SANIMA","2020-01-21","349","353","346","353","0.57 %","20,508.00"
"SANIMA","2020-01-20","360","365","350","350","-2.23 %","72,823.00"
"SANIMA","2020-01-19","353","359","351","358","2.58 %","58,480.00"
"SANIMA","2020-01-16","357","360","349","349","-0.29 %","50,338.00"
"SANIMA","2020-01-15","342","352","340","350","2.04 %","42,788.00"
"SANIMA","2020-01-14","346","346","339","343","-0.87 %","32,388.00"
"SANIMA","2020-01-13","342","350","336","346","1.47 %","46,070.00"
"SANIMA","2020-01-12","335","341","332","341","3.33 %","31,499.00"
"SANIMA","2020-01-09","327","333","325","330","0.92 %","21,136.00"
"SANIMA","2020-01-08","337","337","327","327","-2.10 %","37,066.00"
"SANIMA","2020-01-07","331","338","327","334","2.45 %","59,699.00"
"SANIMA","2020-01-06","321","327","321","326","2.52 %","28,001.00"
"SANIMA","2020-01-05","313","321","313","318","1.60 %","15,644.00"
"SANIMA","2020-01-02","311","313","311","313","0.00 %","11,998.00"
"SANIMA","2020-01-01","314","314","312","313","0.00 %","5,127.00"
"SANIMA","2019-12-31","313","315","312","313","0.00 %","15,113.00"
"SANIMA","2019-12-30","310","313","310","313","0.64 %","14,227.00"
"SANIMA","2019-12-29","314","314","311","311","-0.96 %","6,143.00"